research_team_id,rt_hypothesis,estimate,standard_error,t_value,stage,first_principle_component_team_quality,reproducibility_score,average_rating_by_peers_after_removing_peer_fixed_effect
KHSV,6,-0.97,3.394,-0.28579846,2,-1.984233213,,
KJCY,6,-45.122,40.667,-1.1095483,2,-0.425850066,,
KJMR,6,-5.105,11.916,-0.42841557,2,1.719284137,,
KJNQ,6,3.688,3.187,1.1572012,2,-1.236757662,,
KSUJ,6,-0.816,1.22,-0.66885245,2,-0.775795213,,
KWUT,6,-35.208,28.359,-1.2415106,2,-0.277666207,,
KZPU,6,-1.5581,3.3266,-0.46837613,2,0.310723913,,
LBOM,6,10.99,14.26,0.77068722,2,0.033473319,,
LHIK,6,-3.749,20.681,-0.1812775,2,-0.775795213,,
LKWD,6,5.211,9.6,0.54281253,2,1.569461214,,
LQUT,6,-30.67,125.56,-0.24426569,2,0.970169522,,
LTMC,6,-0.031,0.15,-0.20666666,2,-1.075441059,,
LXOK,6,13.602,11.203,1.2141391,2,-0.725495912,,
LYOD,6,3.8619,3.0624,1.2610698,2,2.018929983,,
LZHZ,6,0.06,0.05,1.2,2,-1.674732751,,
LZWO,6,-14.673,8.997,-1.630877,2,1.108498765,,
MFWS,6,2.809,5.763,0.48741975,2,1.269815368,,
MLNS,6,48.782,32.547,1.4988171,2,-0.575672989,,
MOUZ,6,-67.052,144.568,-0.46380943,2,1.719284137,,
MRYE,6,-0.029,0.249,-0.11646587,2,1.719284137,,
MSBZ,6,0.114,0.282,0.40425533,2,1.119992445,,
NCBZ,6,0.00547,0.01501,0.36442372,2,1.569461214,,
NCPN,6,3.615,2.877,1.2565172,2,-2.1356952,,
NDCU,6,-194.967,2740.231,-0.071149841,2,-1.824555674,,
NEJA,6,100.28,3.981,25.189651,2,-1.474610527,,
NHZL,6,0.224,2.198,0.10191083,2,-0.775795213,,
NOLD,6,-1.66306E-05,2.01594E-05,-0.82495356,2,1.419638291,,
NPJH,6,0.00129,0.00111,1.1621622,2,-0.937111816,,
NRJN,6,-452.1,1622.6,-0.27862689,2,0.471448408,,
NSPO,6,273.9,148.1,1.849426,2,-1.524909828,,
NUYK,6,-0.034,0.000887,-38.331455,2,-0.937111816,,
OATA,6,-193.333,81.97,-2.3585825,2,-1.995726893,,
OCTX,6,-0.587,0.254,-2.3110237,2,-0.62597229,,
ORMQ,6,-15.1888,63.7958,-0.23808464,2,-1.375086905,,
OSIC,6,2.014,3.165,0.6363349,2,0.598876079,,
OWMB,6,-3024.931,1837.154,-1.646531,2,0.610369759,,
OYIG,6,-0.097,2.193,-0.044231646,2,2.018929983,,
PDMO,6,-110.779,65.658,-1.6872125,2,-0.775795213,,
PEJY,6,26.993,23.484,1.1494209,2,1.707790457,,
PHXZ,6,0.0552,0.056,0.98571426,2,0.183296242,,
PKYR,6,2.146,0.376,5.7074466,2,2.018929983,,
PRJG,6,-0.0000241,0.0000474,-0.50843883,2,-0.775795213,,
PUBS,6,-252.656,83.748,-3.01686,2,-1.524909828,,
PVCC,6,94.3,170.65,0.55259305,2,-0.425850066,,
QBYX,6,0.0000762,0.000246,0.3097561,2,0.183296242,,
QDZZ,6,486.487,786.055,0.6188969,2,1.569461214,,
QFYA,6,-40.2307,59.0047,-0.68182194,2,1.569461214,,
QKTL,6,56.44,44.305,1.2738968,2,0.910015605,,
QLBB,6,-0.73,42.09,-0.017343787,2,2.018929983,,
QLGC,6,-3.432,3.001,-1.1436188,2,-1.824555674,,
QLQL,6,-538.904,506.064,-1.064893,2,-2.295372739,,
QLWV,6,4.579,3.72,1.230914,2,-0.725495912,,
QTPF,6,-56.258,174.066,-0.32319924,2,-1.225263982,,
QWAS,6,0.00084,0.00041,2.0487804,2,2.018929983,,
QXPZ,6,-2.79,1,-2.79,2,-0.326326444,,
RDFJ,6,5.862,4.426,1.3244464,2,1.569461214,,
RLPD,6,-0.1807,0.0706,-2.5594902,2,-1.84590397,,
RQFZ,6,-0.127,0.051,-2.490196,2,0.333119165,,
SDJW,6,-3.262,44.38,-0.073501579,2,-1.83441029,,
SDKG,6,0.006,0.022,0.27272728,2,1.86910706,,
SEPC,6,-25.68,39.424,-0.65137988,2,-2.134056136,,
SYUY,6,6.093,9.417,0.64702135,2,-0.787288893,,
TBGV,6,6.379,3.186,2.002197,2,1.719284137,,
TJQM,6,-0.0004327,0.0005338,-0.8106032,2,-1.824555674,,
TKJI,6,-0.211,0.131,-1.610687,2,-1.84590397,,
TOPR,6,-360.7,174.1,-2.0717978,2,0.011078067,,
TURQ,6,0.034,0.558,0.060931899,2,-1.524909828,,
TWZE,6,0.402,3.882,0.10355487,2,2.018929983,,
TXCM,6,-158.2,166.1,-0.95243829,2,-1.174964681,,
TXFR,6,0.52,1.045,0.49760765,2,1.707790457,,
TXXS,6,-0.002301,0.006515,-0.35318497,2,0.782587934,,
UFAO,6,64.13,48.772,1.3148938,2,-1.075441059,,
UISV,6,0.00046,0.00376,0.12234043,2,-2.733347828,,
UQYD,6,-0.01,0.067,-0.14925373,2,1.408144611,,
UTKY,6,-2.115,167.174,-0.012651489,2,-1.075441059,,
UXOU,6,23.621,23.332,1.0123864,2,1.719284137,,
VBXC,6,-1.284,0.126,-10.190476,2,-0.41599545,,
VFDC,6,0.012,0.015,0.80000001,2,-0.725495912,,
VHSY,6,0.0168,0.0201,0.83582091,2,-1.236757662,,
VUVW,6,2.131,3.223,0.6611852,2,0.632765011,,
WGMQ,6,0.04,0.034,1.1764706,2,1.719284137,,
WYBV,6,-0.011,4.156,-0.002646776,2,2.018929983,,
XFUD,6,-4.002,5.676,-0.70507401,2,-2.744841508,,
XJQN,6,-1.346,2.835,-0.47477955,2,1.86910706,,
XMDF,6,-0.000000117,0.00000057,-0.20526315,2,-0.127843284,,
XPUJ,6,61.957,52.094,1.1893308,2,-1.83441029,,
XVDF,6,0.801,1.479,0.54158217,2,-0.787288893,,
XYAZ,6,0.046,0.037,1.2432432,2,1.719284137,,
YDEI,6,0.00198,0.0151,0.13112582,2,0.798998303,,
YHDE,6,0.0711,0.0579,1.2279793,2,2.018929983,,
YRWI,6,-1.08,0.529,-2.0415878,2,-0.886812515,,
YTDU,6,-60.749,83.858,-0.72442698,2,-1.375086905,,
YTEZ,6,0.0221,0.171,0.12923977,2,-1.225263982,,
ZAAZ,6,0.000146,0.00123,0.11869919,2,1.569461214,,
ZATN,6,52.557,35.644,1.4744978,2,-0.609561921,,
ZGYM,6,0.004998,0.00179,2.7921789,2,-1.536403508,,
ZKFY,6,-693.312,195.988,-3.5375228,2,1.569461214,,
ZOHR,6,41.539,27.408,1.5155793,2,1.119992445,,
ZYIE,6,-15.717,8.242,-1.9069401,2,2.018929983,,
AFES,1,-3.136,5.311,-0.59047258,3,1.569461214,,
AJRC,1,-1.024,2.756,-0.37155297,3,-0.63746597,,
AMHC,1,1.912,3.773,0.50675857,3,-2.134056136,,
ANXH,1,-1.192,0.478,-2.4937239,3,2.018929983,,
AOTG,1,-0.01,0.018,-0.55555558,3,-0.266172527,,
ASHN,1,1.338,0.504,2.6547618,3,1.419638291,,
AXUO,1,-0.397,2.707,-0.14665681,3,2.018929983,,
BBDS,1,-0.0496,0.00706,-7.0254955,3,-2.134056136,,
BCCY,1,-3.635,0.495,-7.3434343,3,0.471448408,,
BCLX,1,-0.038,0.009066561,-4.1912255,3,0.183296242,,
BERH,1,-1.3012,1.2544,-1.0373087,3,0.610369759,,
BJMG,1,-3.264,3.912,-0.83435583,3,0.960314906,,
BMGE,1,-2.615,1.422,-1.8389592,3,-1.375086905,,
BMVK,1,-2.536,1.297,-1.9552814,3,-2.433701982,,
BUKS,1,0.08,0.35,0.22857143,3,-1.684587367,,
BYCV,1,-0.1723,0.0629,-2.7392688,3,-0.875318835,,
CBIP,1,-0.321,0.131,-2.4503818,3,0.16090099,,
CBYS,1,-5.869,1.3435,-4.3684406,3,-0.476149367,,
CCPO,1,-5.816,0.777,-7.4851995,3,-0.298422395,,
CGHP,1,-4.224,1.543,-2.7375243,3,2.018929983,,
CIIE,1,-10.87,105.78,-0.10276045,3,-0.565818373,,
CKPF,1,-1.47,0.482,-3.0497925,3,0.958675842,,
CMMG,1,7.319,3.239,2.2596481,3,-0.63746597,,
CNYO,1,-0.354,0.045,-7.8666668,3,-0.62597229,,
COQM,1,-0.368,0.057,-6.4561405,3,-1.075441059,,
CUSM,1,-4.007,2.017,-1.9866138,3,-1.235118598,,
CVZM,1,-3.865,2.177,-1.7753789,3,-1.684587367,,
CXHI,1,74491.116,74425.548,1.000881,3,1.419638291,,
DBVU,1,-2.391,0.416,-5.7475963,3,1.408144611,,
DCJM,1,-5.375,1.737,-3.0944157,3,1.269815368,,
DEXO,1,-0.387,0.116,-3.3362069,3,-1.225263982,,
DQAG,1,-6.355,3.498,-1.8167524,3,-2.433701982,,
DVAE,1,-1.35,0.559,-2.4150269,3,1.569461214,,
EJWM,1,-0.842,0.304,-2.7697368,3,0.670523676,,
EONY,1,-5.682,5.563,-1.0213914,3,0.610369759,,
EVGS,1,-0.041,0.32,-0.128125,3,0.199706611,,
EZBJ,1,-0.281,0.023,-12.217391,3,0.632765011,,
EZRL,1,-2.064,0.622,-3.3183279,3,-2.295372739,,
FFHG,1,-2.474,5.726,-0.43206427,3,2.018929983,,
FFKM,1,1.691,0.355,4.7633801,3,0.033473319,,
FHEW,1,0.585,0.43,1.3604652,3,2.018929983,,
FNTW,1,-27.599,29.492,-0.93581313,3,2.018929983,,
FRXI,1,-0.049,0.016,-3.0625,3,-0.326326444,,
FTRF,1,-4.361,0.314,-13.888535,3,1.108498765,,
GIPP,1,-1.924,1.391,-1.3831775,3,-0.62597229,,
GRFN,1,-0.531,0.449,-1.182628,3,1.707790457,,
GTPQ,1,1.975,0.857,2.3045506,3,1.569461214,,
GXEN,1,-6.552,0.857,-7.6452742,3,-0.775795213,,
GZFF,1,-0.955,0.351,-2.7207978,3,1.569461214,,
HEGK,1,0.175,0.104,1.6826923,3,-0.62597229,,
HEVE,1,0.816,0.242,3.3719008,3,-1.84590397,,
HKIO,1,-0.00301,0.451,-0.006674058,3,0.183296242,,
HMEP,1,-0.0447,0.214,-0.2088785,3,-1.375086905,,
HVXK,1,-0.222,0.073,-3.041096,3,1.569461214,,
IIVX,1,-3.076,1.767,-1.7408036,3,-0.288567779,,
IMLY,1,-0.43,0.982,-0.43788189,3,1.269815368,,
IWSS,1,6.045,23.279,0.2596761,3,-0.925618136,,
JAAQ,1,124.5,35.26,3.5309131,3,-0.925618136,,
JARZ,1,-3.372,1.92,-1.75625,3,-0.775795213,,
JFYE,1,0.223,0.966,0.23084886,3,0.299230233,,
JGAO,1,-30.505,16.185,-1.8847698,3,1.719284137,,
JGKG,1,-0.841,0.458,-1.8362446,3,-0.937111816,,
JPCI,1,-0.145,0.145,-1,3,-0.937111816,,
JVQU,1,-2.101,0.558,-3.765233,3,0.820346599,,
JYUR,1,-1.003,0.248,-4.0443549,3,-1.84590397,,
KHSV,1,-4.101,0.646,-6.3482971,3,-1.984233213,,
KJCY,1,-0.709,0.023,-30.826086,3,-0.425850066,,
KJMR,1,-6.645,0.811,-8.1935883,3,1.719284137,,
KJNQ,1,-70.527,65.782,-1.0721322,3,-1.236757662,,
KSUJ,1,-10.152,3.88,-2.6164949,3,-0.775795213,,
KWUT,1,-0.783,0.348,-2.25,3,-0.277666207,,
KZPU,1,-0.196,0.109,-1.7981651,3,0.310723913,,
LBOM,1,-5.23,6.24,-0.83814102,3,0.033473319,,
LHIK,1,-16.445,15.733,-1.0452552,3,-0.775795213,,
LKWD,1,4.136,1.427,2.8983881,3,1.569461214,,
LQUT,1,-20.48,77.64,-0.26378155,3,0.970169522,,
LTMC,1,-1.726,2.236,-0.77191412,3,-1.075441059,,
LXOK,1,-1.19,0.3,-3.9666667,3,-0.725495912,,
LYOD,1,0.5135,0.2777,1.8491178,3,2.018929983,,
LZHZ,1,-1.184,0.261,-4.5363984,3,-1.674732751,,
LZWO,1,-2.297,1.93,-1.1901554,3,1.108498765,,
MFWS,1,1.825,3.625,0.50344825,3,1.269815368,,
MLNS,1,-11.398,9.264,-1.2303541,3,-0.575672989,,
MOUZ,1,2.965,0.524,5.6583967,3,1.719284137,,
MRYE,1,-1.882,0.447,-4.2102909,3,1.719284137,,
MSBZ,1,-0.362,0.179,-2.0223463,3,1.119992445,,
NCBZ,1,-1.785,1.797,-0.99332219,3,1.569461214,,
NCPN,1,2.017,0.312,6.4647436,3,-2.1356952,,
NDCU,1,0.386,0.783,0.49297574,3,-1.824555674,,
NEJA,1,-1.811,2.837,-0.63835037,3,-1.474610527,,
NHZL,1,11.507,2.373,4.8491364,3,-0.775795213,,
NOLD,1,0.000238989,9.56107E-05,2.4996066,3,1.419638291,,
NPJH,1,-3.411,1.637,-2.0836897,3,-0.937111816,,
NRJN,1,-3.06,0.836,-3.6602871,3,0.471448408,,
NSPO,1,0.576,1.537,0.37475601,3,-1.524909828,,
NUYK,1,-1.996,0.254,-7.8582678,3,-0.937111816,,
OATA,1,4.745,2.329,2.0373552,3,-1.995726893,,
OCTX,1,-0.022,0.02,-1.1,3,-0.62597229,,
ORMQ,1,-0.3492,0.0517,-6.7543521,3,-1.375086905,,
OSIC,1,-6.678,1.813,-3.6833978,3,0.598876079,,
OWMB,1,-0.294,0.108,-2.7222223,3,0.610369759,,
OYIG,1,-3.245,1.569,-2.0681963,3,2.018929983,,
PDMO,1,-1.421,0.323,-4.3993807,3,-0.775795213,,
PEJY,1,-3.149,11.626,-0.27085841,3,1.707790457,,
PHXZ,1,-2.3811,0.485,-4.9094844,3,0.183296242,,
PKYR,1,1.277,1.051,1.2150333,3,2.018929983,,
PRJG,1,-1.643,0.161,-10.204969,3,-0.775795213,,
PUBS,1,-1.26,1.62,-0.77777779,3,-1.524909828,,
PVCC,1,187,59.223,3.157557,3,-0.425850066,,
QBYX,1,-3.905,2.584,-1.511223,3,0.183296242,,
QDZZ,1,-58.495,0.444,-131.7455,3,1.569461214,,
QFYA,1,-42.5456,50.855,-0.83660603,3,1.569461214,,
QKTL,1,-3.567,1.415,-2.520848,3,0.910015605,,
QLBB,1,3.48,3.88,0.89690721,3,2.018929983,,
QLGC,1,2.828,0.729,3.8792868,3,-1.824555674,,
QLQL,1,-1.696427,1.635172,-1.0374609,3,-2.295372739,,
QLWV,1,-0.653,0.13,-5.023077,3,-0.725495912,,
QTPF,1,16.567,64.995,0.25489652,3,-1.225263982,,
QWAS,1,-9.681,0.22,-44.004547,3,2.018929983,,
QXPZ,1,-9.95,0.49,-20.306122,3,-0.326326444,,
RDFJ,1,-8.615,3.655,-2.3570452,3,1.569461214,,
RLPD,1,18.95,1.59,11.918239,3,-1.84590397,,
RQFZ,1,-1.081,0.231,-4.6796536,3,0.333119165,,
SDJW,1,-2.866,0.649,-4.4160247,3,-1.83441029,,
SDKG,1,-1.08,0.137,-7.8832116,3,1.86910706,,
SEPC,1,4.35,1.038,4.1907516,3,-2.134056136,,
SYUY,1,0.28,0.365,0.76712328,3,-0.787288893,,
TBGV,1,-10.157,0.574,-17.695122,3,1.719284137,,
TJQM,1,2.315,1.208,1.9163908,3,-1.824555674,,
TKJI,1,1.089,4.197,0.25947106,3,-1.84590397,,
TOPR,1,-6.322,1.318,-4.7966614,3,0.011078067,,
TURQ,1,-1.439,0.63,-2.284127,3,-1.524909828,,
TWZE,1,-11.946,0.521,-22.928982,3,2.018929983,,
TXCM,1,-3.1854,2.9652,-1.0742614,3,-1.174964681,,
TXFR,1,-0.88,0.109,-8.0733948,3,1.707790457,,
TXXS,1,1.29,1.28,1.0078125,3,0.782587934,,
UFAO,1,1.271,0.281,4.5231318,3,-1.075441059,,
UISV,1,-0.76045,1.18171,-0.6435166,3,-2.733347828,,
UQYD,1,-0.736,0.194,-3.7938144,3,1.408144611,,
UTKY,1,-1.408,3.007,-0.46824077,3,-1.075441059,,
UXOU,1,11.04,18.449,0.59840643,3,1.719284137,,
VBXC,1,1.022,0.464,2.2025862,3,-0.41599545,,
VFDC,1,0.205,0.2041,1.0044096,3,-0.725495912,,
VHSY,1,-0.283,0.131,-2.1603053,3,-1.236757662,,
VUVW,1,-2.379,0.514,-4.6284046,3,0.632765011,,
WGMQ,1,-0.00079,0.013,-0.06076923,3,1.719284137,,
WYBV,1,-0.212,0.29,-0.73103446,3,2.018929983,,
XFUD,1,-3.395,4.139,-0.82024646,3,-2.744841508,,
XJQN,1,-8.876,0.155,-57.264515,3,1.86910706,,
XMDF,1,-0.036630072,0.009807466,-3.7349172,3,-0.127843284,,
XPUJ,1,-2.282,8.652,-0.26375404,3,-1.83441029,,
XVDF,1,0.478,1.015,0.47093597,3,-0.787288893,,
XYAZ,1,-0.55,0.305,-1.8032787,3,1.719284137,,
YDEI,1,-2.839,0.999,-2.8418419,3,0.798998303,,
YHDE,1,-1.148,0.445,-2.5797753,3,2.018929983,,
YRWI,1,-2.3,0.131,-17.557251,3,-0.886812515,,
YTDU,1,0.395,0.282,1.4007093,3,-1.375086905,,
YTEZ,1,-1.075,0.185,-5.810811,3,-1.225263982,,
ZAAZ,1,-0.217,0.105,-2.0666666,3,1.569461214,,
ZATN,1,-0.2,0.099,-2.0202019,3,-0.609561921,,
ZGYM,1,-5.16,0.294,-17.55102,3,-1.536403508,,
ZKFY,1,14.136,29.9,0.47277591,3,1.569461214,,
ZOHR,1,-1.204,0.472,-2.5508475,3,1.119992445,,
ZYIE,1,-0.796,0.078,-10.205129,3,2.018929983,,
AFES,2,8.062,6.734,1.1972082,3,1.569461214,,
AJRC,2,-0.611,0.361,-1.6925207,3,-0.63746597,,
AMHC,2,-3.518,17.517,-0.20083347,3,-2.134056136,,
ANXH,2,-1.085,0.146,-7.4315066,3,2.018929983,,
AOTG,2,-3.52,0.762,-4.6194224,3,-0.266172527,,
ASHN,2,-7.381,0.879,-8.3970423,3,1.419638291,,
AXUO,2,-0.689,6.346,-0.10857233,3,2.018929983,,
BBDS,2,-0.0862,0.00809,-10.655129,3,-2.134056136,,
BCCY,2,-3.481,0.74,-4.7040539,3,0.471448408,,
BCLX,2,-0.158,0.016,-9.875,3,0.183296242,,
BERH,2,-13.726,1.3985,-9.8148012,3,0.610369759,,
BJMG,2,-0.000192,0.000161,-1.1925466,3,0.960314906,,
BMGE,2,-3.9878,1.3194,-3.0224345,3,-1.375086905,,
BMVK,2,-4.178,0.663,-6.3016591,3,-2.433701982,,
BUKS,2,-2.65,6.64,-0.3990964,3,-1.684587367,,
BYCV,2,-1.234,1.8241,-0.676498,3,-0.875318835,,
CBIP,2,6.135,3.729,1.6452132,3,0.16090099,,
CBYS,2,-5.4743,0.9512,-5.7551513,3,-0.476149367,,
CCPO,2,-11.99,2.753,-4.3552489,3,-0.298422395,,
CGHP,2,-4.632,1.172,-3.9522185,3,2.018929983,,
CIIE,2,-5.904,0.0065,-908.30768,3,-0.565818373,,
CKPF,2,-6.78,1.069,-6.3423762,3,0.958675842,,
CMMG,2,-7.115,0.44,-16.170454,3,-0.63746597,,
CNYO,2,-2.743,1.666,-1.6464586,3,-0.62597229,,
COQM,2,-5.384,0.672,-8.0119047,3,-1.075441059,,
CUSM,2,-1.109,3.298,-0.3362644,3,-1.235118598,,
CVZM,2,-0.119,4.706,-0.025286868,3,-1.684587367,,
CXHI,2,-6.898,6.656,-1.0363581,3,1.419638291,,
DBVU,2,2.323,0.344,6.7529068,3,1.408144611,,
DCJM,2,-6.167,2.037,-3.0274913,3,1.269815368,,
DEXO,2,-7.559,0.861,-8.7793264,3,-1.225263982,,
DQAG,2,-2.592,2.734,-0.94806147,3,-2.433701982,,
DVAE,2,-0.00096,0.00012,-8,3,1.569461214,,
EJWM,2,-9.069,1.266,-7.163507,3,0.670523676,,
EONY,2,-8.088,3.394,-2.383029,3,0.610369759,,
EVGS,2,-6.245,5.875,-1.0629787,3,0.199706611,,
EZBJ,2,-6.476,0.829,-7.8118215,3,0.632765011,,
EZRL,2,0.0106,0.0322,0.32919255,3,-2.295372739,,
FFHG,2,21.002,74.786,0.28082797,3,2.018929983,,
FFKM,2,-5.61,0.992,-5.655242,3,0.033473319,,
FHEW,2,-8.13,0.216,-37.638889,3,2.018929983,,
FNTW,2,-1.087,9.914,-0.10964293,3,2.018929983,,
FRXI,2,-3.124,0.611,-5.1129298,3,-0.326326444,,
FTRF,2,13.24,2.487,5.3236833,3,1.108498765,,
GIPP,2,2.497,1.527,1.6352324,3,-0.62597229,,
GRFN,2,-1.534,3.459,-0.44348079,3,1.707790457,,
GTPQ,2,2.474,3.136,0.78890306,3,1.569461214,,
GXEN,2,23.498,7.127,3.2970395,3,-0.775795213,,
GZFF,2,-5.537,2.946,-1.8794976,3,1.569461214,,
HEGK,2,0.277,0.975,0.28410256,3,-0.62597229,,
HEVE,2,-3.372,1.144,-2.9475524,3,-1.84590397,,
HKIO,2,-6.4704,0.8129,-7.9596505,3,0.183296242,,
HMEP,2,-0.014,0.071,-0.1971831,3,-1.375086905,,
HVXK,2,0.908,0.368,2.4673913,3,1.569461214,,
IIVX,2,1.969,1.67,1.1790419,3,-0.288567779,,
IMLY,2,2.046,9.952,0.20558682,3,1.269815368,,
IWSS,2,-4.613,0.285,-16.185965,3,-0.925618136,,
JAAQ,2,0.00001,0.00792,0.001262626,3,-0.925618136,,
JARZ,2,-23.196,73.192,-0.31691989,3,-0.775795213,,
JFYE,2,-5.96,1.19,-5.0084033,3,0.299230233,,
JGAO,2,-3.795,3.861,-0.98290598,3,1.719284137,,
JGKG,2,-6.454,1.707,-3.7809021,3,-0.937111816,,
JPCI,2,-0.006271,0.007818,-0.80212331,3,-0.937111816,,
JVQU,2,1.537,2.213,0.69453233,3,0.820346599,,
JYUR,2,-6.865,0.638,-10.760188,3,-1.84590397,,
KHSV,2,-6.901,0.522,-13.220306,3,-1.984233213,,
KJCY,2,-23.402,15.466,-1.5131255,3,-0.425850066,,
KJMR,2,8.601,6.505,1.3222136,3,1.719284137,,
KJNQ,2,-1.93,5.025,-0.38407961,3,-1.236757662,,
KSUJ,2,-1.935,2.014,-0.9607746,3,-0.775795213,,
KWUT,2,-0.057,0.022,-2.590909,3,-0.277666207,,
KZPU,2,7.9615,10.9798,0.72510427,3,0.310723913,,
LBOM,2,11.08,9.02,1.2283814,3,0.033473319,,
LHIK,2,-5.685,6.539,-0.86939901,3,-0.775795213,,
LKWD,2,-7.919,2.008,-3.9437251,3,1.569461214,,
LQUT,2,0.3,5.98,0.050167225,3,0.970169522,,
LTMC,2,-0.594,5.867,-0.10124425,3,-1.075441059,,
LXOK,2,-0.00073,0.00016,-4.5625,3,-0.725495912,,
LYOD,2,-5.9723,5.3633,-1.1135495,3,2.018929983,,
LZHZ,2,-1.3077,3.0894,-0.42328608,3,-1.674732751,,
LZWO,2,-6.254,0.832,-7.5168271,3,1.108498765,,
MFWS,2,7.096,8.162,0.86939478,3,1.269815368,,
MLNS,2,10.862,10.02,1.0840319,3,-0.575672989,,
MOUZ,2,2.455,0.495,4.9595962,3,1.719284137,,
MRYE,2,0.35,1.284,0.27258566,3,1.719284137,,
MSBZ,2,-9.042,3.352,-2.697494,3,1.119992445,,
NCBZ,2,3.058,2.241,1.3645694,3,1.569461214,,
NCPN,2,-2.659,0.481,-5.5280666,3,-2.1356952,,
NDCU,2,-2.074,0.55,-3.7709091,3,-1.824555674,,
NEJA,2,25.153,50.045,0.50260764,3,-1.474610527,,
NHZL,2,-4.984,5.114,-0.97457957,3,-0.775795213,,
NOLD,2,3.00851E-06,2.92942E-06,1.0270001,3,1.419638291,,
NPJH,2,-0.00125,0.00141,-0.8865248,3,-0.937111816,,
NRJN,2,-0.0646,0.0162,-3.9876542,3,0.471448408,,
NSPO,2,4.153,5.96,0.69681209,3,-1.524909828,,
NUYK,2,-2.74,0.786,-3.4860051,3,-0.937111816,,
OATA,2,-109.08,41.74,-2.6133206,3,-1.995726893,,
OCTX,2,0.027,0.018,1.5,3,-0.62597229,,
ORMQ,2,-2.8161,0.3836,-7.3412409,3,-1.375086905,,
OSIC,2,-7.947,1.36,-5.8433824,3,0.598876079,,
OWMB,2,-0.246,0.085,-2.8941176,3,0.610369759,,
OYIG,2,-1.801,0.974,-1.849076,3,2.018929983,,
PDMO,2,-10.467,1.18,-8.8703394,3,-0.775795213,,
PEJY,2,-3.455,7.06,-0.48937678,3,1.707790457,,
PHXZ,2,-0.8281,0.591,-1.4011844,3,0.183296242,,
PKYR,2,-8.442,1.338,-6.3094172,3,2.018929983,,
PRJG,2,0.202,0.065,3.1076922,3,-0.775795213,,
PUBS,2,-9.953,3.004,-3.3132491,3,-1.524909828,,
PVCC,2,-186074,188404,-0.98763293,3,-0.425850066,,
QBYX,2,0.0001565,0.0000538,2.908922,3,0.183296242,,
QDZZ,2,0.8,0.000146,5479.4521,3,1.569461214,,
QFYA,2,-1.8703,8.3862,-0.22302115,3,1.569461214,,
QKTL,2,-6.831,6.21,-1.1,3,0.910015605,,
QLBB,2,-3.3,9.95,-0.3316583,3,2.018929983,,
QLGC,2,-5.84,3.82,-1.5287958,3,-1.824555674,,
QLQL,2,-0.003977,0.000782,-5.0856776,3,-2.295372739,,
QLWV,2,-0.431,0.077,-5.5974026,3,-0.725495912,,
QTPF,2,-4.513,24.839,-0.18169008,3,-1.225263982,,
QWAS,2,2.278,2.038,1.1177626,3,2.018929983,,
QXPZ,2,-0.98,0.22,-4.4545455,3,-0.326326444,,
RDFJ,2,-6.031,1.52,-3.9677632,3,1.569461214,,
RLPD,2,7.76,3.99,1.9448621,3,-1.84590397,,
RQFZ,2,-3.374,0.942,-3.5817411,3,0.333119165,,
SDJW,2,0.435,0.354,1.2288135,3,-1.83441029,,
SDKG,2,0.098,0.142,0.69014084,3,1.86910706,,
SEPC,2,2.48,0.45,5.5111113,3,-2.134056136,,
SYUY,2,-8.873,0.635,-13.973228,3,-0.787288893,,
TBGV,2,-4.059,0.65,-6.2446156,3,1.719284137,,
TJQM,2,-6.667,0.471,-14.154989,3,-1.824555674,,
TKJI,2,-0.000042,0.0000901,-0.46614873,3,-1.84590397,,
TOPR,2,1098,394.8,2.7811551,3,0.011078067,,
TURQ,2,-4.657,1.836,-2.5364923,3,-1.524909828,,
TWZE,2,7.172,1.963,3.6535914,3,2.018929983,,
TXCM,2,-2.5801,0.6851,-3.7660196,3,-1.174964681,,
TXFR,2,-1.36,0.43,-3.1627908,3,1.707790457,,
TXXS,2,12.35,0.78,15.833333,3,0.782587934,,
UFAO,2,-7.775,1.065,-7.3004694,3,-1.075441059,,
UISV,2,0.00738,0.16802,0.043923341,3,-2.733347828,,
UQYD,2,-0.318,0.037,-8.594595,3,1.408144611,,
UTKY,2,-3.539,0.575,-6.1547828,3,-1.075441059,,
UXOU,2,-90.099,128.187,-0.70287156,3,1.719284137,,
VBXC,2,-8.199,0.763,-10.745741,3,-0.41599545,,
VFDC,2,0.064,0.033,1.939394,3,-0.725495912,,
VHSY,2,-0.022,0.011,-2,3,-1.236757662,,
VUVW,2,-0.575,0.918,-0.62636167,3,0.632765011,,
WGMQ,2,-0.00065,0.00021,-3.0952382,3,1.719284137,,
WYBV,2,-2.328,0.48,-4.8499999,3,2.018929983,,
XFUD,2,14.774,31.105,0.47497186,3,-2.744841508,,
XJQN,2,-3.22,0.558,-5.7706094,3,1.86910706,,
XMDF,2,2.19E-08,2.48E-09,8.8306456,3,-0.127843284,,
XPUJ,2,19.911,35.762,0.55676419,3,-1.83441029,,
XVDF,2,0.432,9.965,0.043351732,3,-0.787288893,,
XYAZ,2,-6.449,1.333,-4.8379593,3,1.719284137,,
YDEI,2,-4.433,1.959,-2.2628891,3,0.798998303,,
YHDE,2,-2.406,1.968,-1.222561,3,2.018929983,,
YRWI,2,-1.763,0.186,-9.4784946,3,-0.886812515,,
